Region;Subregion;Country;Indicator;Source;Year;Calculation1;download;Info;Count;Nombre d'enregistrements;Ratio of persons held to prisions capacity (%);RemoveNULL;Total number of persons held;Total prison capacity
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2008;;;;145946;1;;0;145946;121154
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2008;;;;3451;1;;0;3451;3858
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2008;;;;3656;1;;0;3656;3880
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2008;;;;3530;1;;0;3530;3517
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2008;;;;140;1;;0;140;145
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2008;;;;3484;1;;0;3484;3827
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2008;;;;6548;1;;0;6548;8042
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2008;;;;8000;1;;0;8000;9062
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2008;;;;3477;1;;0;3477;3574
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2008;;;;7073;1;;0;7073;7175
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2008;;;;81674;1;;0;81674;84752
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2008;;;;1543;1;;0;1543;1722
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2008;;;;4916;1;;0;4916;4166
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2008;;;;4734;1;;0;4734;3501
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2008;;;;;1;;0;;
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2008;;;;59284;1;;0;59284;43843
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2008;;;;1216;1;;0;1216;1280
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2008;;;;10807;1;;0;10807;12464
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2008;;;;1318;1;;0;1318;1098
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2008;;;;73558;1;;0;73558;48626
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2008;;;;8248;1;;0;8248;8682
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2008;;;;73793;1;;0;73793;79713
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2008;;;;14610;1;;0;14610;18706
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2008;;;;5303;1;;0;5303;6736
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2009;;;;9006;1;;0;9006;9006
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2009;;;;21853;1;;0;21853;19210
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2009;;;;15432;1;;0;15432;12042
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2009;;;;85749;1;;0;85749;86019
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2009;;;;6535;1;;0;6535;9250
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2009;;;;26716;1;;0;26716;33960
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2009;;;;863899;1;;0;863899;949445
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2009;;;;9316;1;;0;9316;10876
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2009;;;;147716;1;;0;147716;120397
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2009;;;;3721;1;;0;3721;4098
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2009;;;;3555;1;;0;3555;3621
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2009;;;;3589;1;;0;3589;3298
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2009;;;;148;1;;0;148;145
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2009;;;;3868;1;;0;3868;4323
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2009;;;;7055;1;;0;7055;8015
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2009;;;;8655;1;;0;8655;9062
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2009;;;;3340;1;;0;3340;3582
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2009;;;;7286;1;;0;7286;6981
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2009;;;;81836;1;;0;81836;85986
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2009;;;;1525;1;;0;1525;1842
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2009;;;;4667;1;;0;4667;4425
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2009;;;;4891;1;;0;4891;3501
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2009;;;;0;1;;0;0;2
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2009;;;;65598;1;;0;65598;44838
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2009;;;;1499;1;;0;1499;1022
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2009;;;;11287;1;;0;11287;12102
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2009;;;;1365;1;;0;1365;1098
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2009;;;;76079;1;;0;76079;49778
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2009;;;;8708;1;;0;8708;8678
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2009;;;;72295;1;;0;72295;78921
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2009;;;;14364;1;;0;14364;17668
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2009;;;;5605;1;;0;5605;6653
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2010;;;;9379;1;;0;9379;9379
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2010;;;;21900;1;;0;21900;19825
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2010;;;;16328;1;;0;16328;12335
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2010;;;;82372;1;;0;82372;86755
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2010;;;;6324;1;;0;6324;8580
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2010;;;;28244;1;;0;28244;34165
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2010;;;;818037;1;;0;818037;942923
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2010;;;;10031;1;;0;10031;11085
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2010;;;;154027;1;;0;154027;114678
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2010;;;;3944;1;;0;3944;4134
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2010;;;;3393;1;;0;3393;3637
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2010;;;;3364;1;;0;3364;3113
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2010;;;;;1;;0;;
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2010;;;;4318;1;;0;4318;4480
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2010;;;;6780;1;;0;6780;8333
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2010;;;;9139;1;;0;9139;9399
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2010;;;;3564;1;;0;3564;3826
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2010;;;;6846;1;;0;6846;6805
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2010;;;;84004;1;;0;84004;91226
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2010;;;;1465;1;;0;1465;1765
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2010;;;;4657;1;;0;4657;4381
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2010;;;;5165;1;;0;5165;3501
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2010;;;;0;1;;0;0;2
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2010;;;;69263;1;;0;69263;45791
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2010;;;;1457;1;;0;1457;1066
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2010;;;;11839;1;;0;11839;12174
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2010;;;;1351;1;;0;1351;1115
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2010;;;;73929;1;;0;73929;49352
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2010;;;;8813;1;;0;8813;8687
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2010;;;;70827;1;;0;70827;77944
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2010;;;;14368;1;;0;14368;16033
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2010;;;;5765;1;;0;5765;6662
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2011;;;;9885;1;;0;9885;9885
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2011;;;;23170;1;;0;23170;20501
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2011;;;;17210;1;;0;17210;12604
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2011;;;;82832;1;;0;82832;87961
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2011;;;;6480;1;;0;6480;7980
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2011;;;;30694;1;;0;30694;26618
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2011;;;;755648;1;;0;755648;903493
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2011;;;;10525;1;;0;10525;11201
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2011;;;;154029;1;;0;154029;150229
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2011;;;;3947;1;;0;3947;4134
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2011;;;;3400;1;;0;3400;3662
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2011;;;;3268;1;;0;3268;3092
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2011;;;;;1;;0;;
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2011;;;;4216;1;;0;4216;4480
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2011;;;;;1;;0;;
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2011;;;;9920;1;;0;9920;9399
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2011;;;;3866;1;;0;3866;3838
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2011;;;;6669;1;;0;6669;7045
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2011;;;;84428;1;;0;84428;92211
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2011;;;;1673;1;;0;1673;1765
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2011;;;;4659;1;;0;4659;4417
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2011;;;;5084;1;;0;5084;3921
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2011;;;;0;1;;0;0;2
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2011;;;;68325;1;;0;68325;46452
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2011;;;;1328;1;;0;1328;1116
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2011;;;;12955;1;;0;12955;12330
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2011;;;;1273;1;;0;1273;1309
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2011;;;;70472;1;;0;70472;51990
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2011;;;;8954;1;;0;8954;8650
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2011;;;;69543;1;;0;69543;78529
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2011;;;;13969;1;;0;13969;15509
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2011;;;;5626;1;;0;5626;6869
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2012;;;;9493;1;;0;9493;9493
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2012;;;;22644;1;;0;22644;21307
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2012;;;;17179;1;;0;17179;12573
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2012;;;;85459;1;;0;85459;88498
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2012;;;;6583;1;;0;6583;7548
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2012;;;;31817;1;;0;31817;27125
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2012;;;;701909;1;;0;701909;878938
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2012;;;;10850;1;;0;10850;11304
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2012;;;;;1;;0;;
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2012;;;;3829;1;;0;3829;4103
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2012;;;;;1;;0;;
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2012;;;;3306;1;;0;3306;3089
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2012;;;;153;1;;0;153;141
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2012;;;;4287;1;;0;4287;4622
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2012;;;;6117;1;;0;6117;7970
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2012;;;;9729;1;;0;9729;9399
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2012;;;;4052;1;;0;4052;3800
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2012;;;;6296;1;;0;6296;6963
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2012;;;;84886;1;;0;84886;92933
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2012;;;;1682;1;;0;1682;1765
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2012;;;;4618;1;;0;4618;4577
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2012;;;;4741;1;;0;4741;3921
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2012;;;;1;1;;0;1;2
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2012;;;;67102;1;;0;67102;47864
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2012;;;;1331;1;;0;1331;1116
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2012;;;;13875;1;;0;13875;12342
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2012;;;;1377;1;;0;1377;1309
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2012;;;;68597;1;;0;68597;47586
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2012;;;;8805;1;;0;8805;8651
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2012;;;;68533;1;;0;68533;77578
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2012;;;;13473;1;;0;13473;15731
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2012;;;;6102;1;;0;6102;6978
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2013;;;;8834;1;;0;8834;8834
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2013;;;;16645;1;;0;16645;20928
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2013;;;;17841;1;;0;17841;12584
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2013;;;;80165;1;;0;80165;88662
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2013;;;;6853;1;;0;6853;7844
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2013;;;;33434;1;;0;33434;29389
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2013;;;;677287;1;;0;677287;884132
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2013;;;;9753;1;;0;9753;11812
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2013;;;;;1;;0;;
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2013;;;;4091;1;;0;4091;4160
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2013;;;;3112;1;;0;3112;3420
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2013;;;;3295;1;;0;3295;3089
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2013;;;;;1;;0;;164
Europe;Northern Europe;Ireland;Total number of persons held;UN-CTS;2013;;;;4088;1;;0;4088;4244
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2013;;;;5136;1;;0;5136;8144
Europe;Northern Europe;Lithuania;Total number of persons held;UN-CTS;2013;;;;9261;1;;0;9261;9399
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2013;;;;3869;1;;0;3869;3803
Europe;Northern Europe;Sweden;Total number of persons held;UN-CTS;2013;;;;5723;1;;0;5723;6675
Europe;Northern Europe;United Kingdom (England and Wales);Total number of persons held;UN-CTS;2013;;;;81884;1;;0;81884;88444
Europe;Northern Europe;United Kingdom (Northern Ireland);Total number of persons held;UN-CTS;2013;;;;1796;1;;0;1796;1905
Europe;Southern Europe;Albania;Total number of persons held;UN-CTS;2013;;;;4998;1;;0;4998;4577
Europe;Southern Europe;Croatia;Total number of persons held;UN-CTS;2013;;;;4352;1;;0;4352;3921
Europe;Southern Europe;Holy See;Total number of persons held;UN-CTS;2013;;;;0;1;;0;0;2
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2013;;;;63848;1;;0;63848;48559
Europe;Southern Europe;Montenegro;Total number of persons held;UN-CTS;2013;;;;1064;1;;0;1064;1116
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2013;;;;14535;1;;0;14535;12400
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2013;;;;1360;1;;0;1360;1293
Europe;Southern Europe;Spain;Total number of persons held;UN-CTS;2013;;;;66765;1;;0;66765;53027
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2013;;;;8862;1;;0;8862;8636
Europe;Western Europe;Germany;Total number of persons held;UN-CTS;2013;;;;66221;1;;0;66221;76556
Europe;Western Europe;Netherlands;Total number of persons held;UN-CTS;2013;;;;12721;1;;0;12721;15283
Europe;Western Europe;Switzerland;Total number of persons held;UN-CTS;2013;;;;6634;1;;0;6634;7048
Europe;Eastern Europe;Bulgaria;Total number of persons held;UN-CTS;2014;;;;7870;1;;0;7870;7870
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2014;;;;18658;1;;0;18658;20020
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2014;;;;17890;1;;0;17890;12869
Europe;Eastern Europe;Poland;Total number of persons held;UN-CTS;2014;;;;79345;1;;0;79345;87742
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2014;;;;7317;1;;0;7317;7425
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2014;;;;30156;1;;0;30156;28901
Europe;Eastern Europe;Russian Federation;Total number of persons held;UN-CTS;2014;;;;671649;1;;0;671649;835644
Europe;Eastern Europe;Slovakia;Total number of persons held;UN-CTS;2014;;;;10020;1;;0;10020;11828
Europe;Eastern Europe;Ukraine;Total number of persons held;UN-CTS;2014;;;;;1;;0;;
Europe;Northern Europe;Denmark;Total number of persons held;UN-CTS;2014;;;;3583;1;;0;3583;3889
Europe;Northern Europe;Estonia;Total number of persons held;UN-CTS;2014;;;;3034;1;;0;3034;2962
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2014;;;;3148;1;;0;3148;3083
Europe;Northern Europe;Iceland;Total number of persons held;UN-CTS;2014;;;;;1;;0;;
